source_file,subject_id,session_id,original_trial_index,original_event_position,start_sample,original_class_label,class_label,array_index,partition,partition_index,split_seed,diffusion_subset,diffusion_index,internal_split_seed
A09T.mat,9,5,24,48165,48165,2,1,62,training,26,42,training,48,42
A09T.mat,9,7,23,46212,46212,2,1,111,training,21,42,training,49,42
A09T.mat,9,3,44,88657,88657,1,0,21,training,78,42,training,50,42
A09T.mat,9,4,20,40189,40189,1,0,34,training,98,42,training,51,42
A09T.mat,9,5,30,60306,60306,1,0,63,training,92,42,training,52,42
A09T.mat,9,3,26,52230,52230,2,1,12,training,33,42,training,53,42
A09T.mat,9,6,36,72723,72723,1,0,90,training,7,42,training,54,42
A09T.mat,9,7,21,42269,42269,2,1,109,training,53,42,training,55,42
A09T.mat,9,7,1,2254,2254,1,0,96,training,91,42,training,56,42
A09T.mat,9,3,40,80664,80664,2,1,19,training,16,42,training,57,42
A09T.mat,9,3,11,21940,21940,2,1,6,training,60,42,training,58,42
A09T.mat,9,7,44,88657,88657,1,0,118,training,85,42,training,59,42
A09T.mat,9,6,8,16141,16141,1,0,76,training,15,42,training,60,42
A09T.mat,9,8,45,90585,90585,1,0,142,training,90,42,training,61,42
A09T.mat,9,5,2,4172,4172,1,0,49,training,71,42,training,62,42
A09T.mat,9,5,12,23912,23912,2,1,54,training,94,42,training,63,42
A09T.mat,9,6,45,90585,90585,1,0,95,training,30,42,training,64,42
A09T.mat,9,5,39,78583,78583,2,1,67,training,74,42,training,65,42
A09T.mat,9,7,15,29943,29943,2,1,105,training,42,42,training,66,42
A09T.mat,9,3,1,2254,2254,2,1,0,training,3,42,training,67,42
A09T.mat,9,8,24,48165,48165,1,0,131,training,35,42,training,68,42
A09T.mat,9,3,24,48165,48165,1,0,10,training,14,42,training,69,42
A09T.mat,9,7,35,70703,70703,2,1,116,training,29,42,training,70,42
A09T.mat,9,6,34,68639,68639,2,1,89,training,87,42,training,71,42
A09T.mat,9,5,41,82642,82642,2,1,68,training,79,42,training,72,42
A09T.mat,9,6,20,40189,40189,2,1,81,training,67,42,training,73,42
A09T.mat,9,8,46,92699,92699,2,1,143,training,76,42,training,74,42
A09T.mat,9,7,39,78583,78583,1,0,117,training,56,42,training,75,42
A09T.mat,9,3,47,94758,94758,1,0,23,training,69,42,training,76,42
A09T.mat,9,8,28,56209,56209,1,0,134,training,57,42,training,77,42
A09T.mat,9,5,19,38119,38119,2,1,59,training,52,42,training,78,42
A09T.mat,9,5,17,34017,34017,1,0,58,training,36,42,training,79,42
A09T.mat,9,8,8,16141,16141,2,1,123,training,66,42,training,80,42
A09T.mat,9,6,23,46212,46212,1,0,83,training,89,42,training,81,42
A09T.mat,9,8,37,74695,74695,1,0,137,training,12,42,training,82,42
A09T.mat,9,5,23,46212,46212,1,0,61,training,50,42,training,83,42
A09T.mat,9,8,17,34017,34017,2,1,128,training,88,42,training,84,42
A09T.mat,9,4,42,84632,84632,2,1,44,training,81,42,training,85,42
A09T.mat,9,4,28,56209,56209,1,0,35,training,68,42,training,86,42
A09T.mat,9,7,30,60306,60306,1,0,115,training,11,42,training,87,42
A09T.mat,9,3,3,6124,6124,1,0,2,training,13,42,training,88,42
A09T.mat,9,4,16,31951,31951,1,0,32,training,19,42,training,89,42
A09T.mat,9,6,1,2254,2254,1,0,73,training,84,42,validation,0,42
A09T.mat,9,5,6,12160,12160,1,0,51,training,22,42,validation,1,42
A09T.mat,9,5,38,76658,76658,1,0,66,training,61,42,validation,2,42
A09T.mat,9,7,29,58235,58235,1,0,114,training,37,42,validation,3,42
A09T.mat,9,5,14,27823,27823,1,0,56,training,96,42,validation,4,42
A09T.mat,9,3,45,90585,90585,2,1,22,training,51,42,validation,5,42
A09T.mat,9,3,37,74695,74695,2,1,18,training,17,42,validation,6,42
A09T.mat,9,8,30,60306,60306,2,1,135,training,73,42,validation,7,42
A09T.mat,9,3,30,60306,60306,2,1,15,training,41,42,validation,8,42
A09T.mat,9,5,7,14210,14210,2,1,52,training,34,42,validation,9,42
